COLDETKEY,ST_VEH_TYPE_DESC
300943,Passenger Vehicle
293660,Passenger Vehicle
303982,Passenger Vehicle
303533,Passenger Vehicle
293660,Passenger Vehicle
303982,Truck/SUV
294838,Passenger Vehicle
303981,Truck/SUV
294838,Passenger Vehicle
301081,Passenger Vehicle
303981,Truck/SUV
301081,Passenger Vehicle
301157,Passenger Vehicle
301307,Truck/SUV
301157,Truck/SUV
301307,Not Stated
301455,Truck/SUV
303533,Commercial Trucks
300962,Passenger Vehicle
300962,Truck/SUV
303916,Truck/SUV
301455,Passenger Vehicle
303916,Not Stated
301475,Truck/SUV
302019,Truck/SUV
301475,Truck/SUV
302019,Passenger Vehicle
303251,Passenger Vehicle
303257,Truck/SUV
300886,Passenger Vehicle
303251,Passenger Vehicle
303257,Truck/SUV
301570,Truck/SUV
301570,Passenger Vehicle
302879,Passenger Vehicle
303257,Passenger Vehicle
302879,Truck/SUV
303658,Commercial Trucks
302573,Passenger Vehicle
303658,Passenger Vehicle
302573,Passenger Vehicle
301770,Truck/SUV
302127,Passenger Vehicle
301770,Buses
302127,Passenger Vehicle
301421,Passenger Vehicle
301421,Not Stated
300886,Passenger Vehicle
301569,Passenger Vehicle
303448,Passenger Vehicle
301569,Passenger Vehicle
303448,Passenger Vehicle
304115,Passenger Vehicle
301482,Passenger Vehicle
300796,Passenger Vehicle
304115,Passenger Vehicle
301482,Not Stated
301857,Other
301632,Passenger Vehicle
303813,Passenger Vehicle
301857,Truck/SUV
301632,Truck/SUV
303960,Not Stated
303049,Passenger Vehicle
303531,Passenger Vehicle
303531,Passenger Vehicle
303049,Passenger Vehicle
303813,Passenger Vehicle
303923,Passenger Vehicle
300760,Buses
303227,Passenger Vehicle
303779,Truck/SUV
300760,Truck/SUV
303969,Two-Wheeled
303779,Truck/SUV
303561,Truck/SUV
303779,Passenger Vehicle
303561,Truck/SUV
303779,Passenger Vehicle
303969,Passenger Vehicle
301096,Passenger Vehicle
301755,Passenger Vehicle
301788,Passenger Vehicle
301096,Truck/SUV
301755,Passenger Vehicle
301788,Truck/SUV
301140,Truck/SUV
303926,Passenger Vehicle
301784,Two-Wheeled
303926,Not Stated
301642,Truck/SUV
302056,Passenger Vehicle
301140,Passenger Vehicle
301642,Commercial Trucks
302951,Truck/SUV
303978,Passenger Vehicle
302045,Commercial Trucks
302951,Truck/SUV
303978,Truck/SUV
302045,Truck/SUV
301456,Truck/SUV
303416,Truck/SUV
301456,Passenger Vehicle
303362,Truck/SUV
301282,Two-Wheeled
303362,Commercial Trucks
302081,Passenger Vehicle
303902,Passenger Vehicle
303959,Passenger Vehicle
302081,Truck/SUV
303902,Commercial Trucks
300637,Commercial Trucks
303244,Passenger Vehicle
301107,Passenger Vehicle
300637,Truck/SUV
301107,Truck/SUV
301281,Truck/SUV
303244,Not Stated
303236,Truck/SUV
301281,Not Stated
301312,Passenger Vehicle
303236,Passenger Vehicle
303547,Truck/SUV
301312,Passenger Vehicle
301269,Two-Wheeled
303547,Passenger Vehicle
301104,Passenger Vehicle
301417,Passenger Vehicle
301104,Passenger Vehicle
301417,Truck/SUV
301142,Commercial Trucks
303547,Passenger Vehicle
302909,Truck/SUV
301142,Passenger Vehicle
301577,Passenger Vehicle
302909,Passenger Vehicle
303548,Passenger Vehicle
301577,Truck/SUV
302903,Passenger Vehicle
301409,Passenger Vehicle
301643,Truck/SUV
302903,Not Stated
301643,Passenger Vehicle
300783,Truck/SUV
301420,Passenger Vehicle
301409,Passenger Vehicle
300783,Passenger Vehicle
301420,Truck/SUV
303557,Passenger Vehicle
303064,Passenger Vehicle
300770,Passenger Vehicle
303557,Truck/SUV
303064,Passenger Vehicle
300770,Passenger Vehicle
303557,Truck/SUV
300958,Passenger Vehicle
303557,Not Stated
300896,Passenger Vehicle
302524,Truck/SUV
301152,Passenger Vehicle
300896,Passenger Vehicle
302524,Passenger Vehicle
301152,Passenger Vehicle
303365,Truck/SUV
304111,Passenger Vehicle
303088,Commercial Trucks
303365,Passenger Vehicle
304111,Passenger Vehicle
302570,Passenger Vehicle
301578,Passenger Vehicle
302570,Truck/SUV
301578,Passenger Vehicle
303367,Passenger Vehicle
300966,Truck/SUV
302637,Passenger Vehicle
301418,Truck/SUV
300966,Passenger Vehicle
302637,Truck/SUV
301418,Passenger Vehicle
303226,Passenger Vehicle
303398,Passenger Vehicle
303119,Passenger Vehicle
303226,Truck/SUV
303398,Passenger Vehicle
303530,Passenger Vehicle
301459,Truck/SUV
303530,Passenger Vehicle
303119,Passenger Vehicle
301459,Truck/SUV
303443,Passenger Vehicle
300767,Passenger Vehicle
301442,Truck/SUV
303443,Truck/SUV
300767,Truck/SUV
301442,Passenger Vehicle
303546,Passenger Vehicle
301759,Passenger Vehicle
303546,Truck/SUV
301759,Passenger Vehicle
302057,Passenger Vehicle
301442,Truck/SUV
301133,Truck/SUV
302057,Truck/SUV
301131,Truck/SUV
301133,Truck/SUV
300766,Passenger Vehicle
301131,Not Stated
302139,Passenger Vehicle
300766,Passenger Vehicle
301842,Passenger Vehicle
300766,Truck/SUV
301842,Truck/SUV
302125,Truck/SUV
303787,Passenger Vehicle
300936,Passenger Vehicle
302125,Truck/SUV
303787,Truck/SUV
300936,Buses
301775,Truck/SUV
304114,Passenger Vehicle
303555,Railway Vehicle
301775,Passenger Vehicle
304114,Passenger Vehicle
301557,Truck/SUV
303243,Passenger Vehicle
301557,Passenger Vehicle
303555,Passenger Vehicle
303243,Truck/SUV
303790,Two-Wheeled
301348,Passenger Vehicle
302850,Not Stated
303972,Passenger Vehicle
301348,Not Stated
302850,Passenger Vehicle
303972,Passenger Vehicle
302558,Truck/SUV
301346,Passenger Vehicle
302558,Not Stated
301346,Not Stated
301264,Truck/SUV
301347,Passenger Vehicle
302890,Truck/SUV
301264,Passenger Vehicle
301347,Passenger Vehicle
302890,Passenger Vehicle
302698,Truck/SUV
301347,Passenger Vehicle
302539,Passenger Vehicle
302698,Passenger Vehicle
303412,Truck/SUV
302728,Truck/SUV
303412,Passenger Vehicle
302539,Truck/SUV
302728,Truck/SUV
301123,Passenger Vehicle
301858,Truck/SUV
303408,Truck/SUV
301123,Passenger Vehicle
301858,Truck/SUV
303408,Passenger Vehicle
302915,Passenger Vehicle
303424,Truck/SUV
300940,Buses
303242,Passenger Vehicle
300940,Truck/SUV
303242,Passenger Vehicle
302915,Passenger Vehicle
300940,Passenger Vehicle
300774,Truck/SUV
303050,Passenger Vehicle
300765,Truck/SUV
300774,Truck/SUV
303050,Passenger Vehicle
300765,Passenger Vehicle
303419,Passenger Vehicle
301864,Other
303419,Passenger Vehicle
301864,Passenger Vehicle
302037,Passenger Vehicle
303589,Passenger Vehicle
300797,Passenger Vehicle
302037,Passenger Vehicle
303589,Truck/SUV
300797,Truck/SUV
301783,Truck/SUV
301092,Passenger Vehicle
302140,Truck/SUV
301783,Commercial Trucks
301092,Not Stated
303600,Truck/SUV
301766,Truck/SUV
300791,Passenger Vehicle
301766,Not Stated
303600,Two-Wheeled
300791,Truck/SUV
301106,Passenger Vehicle
301440,Passenger Vehicle
303905,Two-Wheeled
301106,Truck/SUV
301440,Passenger Vehicle
303905,Truck/SUV
301440,Passenger Vehicle
303541,Passenger Vehicle
304113,Passenger Vehicle
302897,Passenger Vehicle
303541,Truck/SUV
304113,Passenger Vehicle
302897,Truck/SUV
303541,Truck/SUV
303542,Not Stated
302897,Passenger Vehicle
300737,Railway Vehicle
303542,Passenger Vehicle
301463,Passenger Vehicle
303777,Two-Wheeled
301463,Truck/SUV
303777,Passenger Vehicle
300737,Passenger Vehicle
300804,Truck/SUV
301167,Passenger Vehicle
300768,Passenger Vehicle
300804,Truck/SUV
301167,Passenger Vehicle
300768,Truck/SUV
303686,Truck/SUV
300763,Passenger Vehicle
303351,Truck/SUV
303686,Truck/SUV
303351,Passenger Vehicle
303240,Passenger Vehicle
300763,Truck/SUV
301789,Passenger Vehicle
303240,Passenger Vehicle
302557,Passenger Vehicle
301789,Passenger Vehicle
303400,Truck/SUV
302557,Truck/SUV
301789,Passenger Vehicle
303400,Passenger Vehicle
303118,Passenger Vehicle
301860,Truck/SUV
303400,Passenger Vehicle
303118,Buses
303400,Truck/SUV
301860,Truck/SUV
301304,Passenger Vehicle
301125,Buses
303225,Passenger Vehicle
301304,Passenger Vehicle
303553,Truck/SUV
303225,Passenger Vehicle
300877,Passenger Vehicle
303553,Truck/SUV
303225,Passenger Vehicle
303782,Passenger Vehicle
303112,Truck/SUV
303782,Not Stated
300877,Passenger Vehicle
303112,Passenger Vehicle
303353,Passenger Vehicle
301481,Truck/SUV
303053,Passenger Vehicle
303353,Passenger Vehicle
301481,Two-Wheeled
301160,Passenger Vehicle
303599,Buses
303429,Passenger Vehicle
301160,Not Stated
303429,Two-Wheeled
300789,Truck/SUV
301309,Passenger Vehicle
303599,Truck/SUV
300789,Passenger Vehicle
301309,Passenger Vehicle
300801,Truck/SUV
303971,Truck/SUV
301154,Passenger Vehicle
300801,Truck/SUV
302914,Truck/SUV
301154,Passenger Vehicle
302017,Truck/SUV
303822,Truck/SUV
302914,Passenger Vehicle
303562,Passenger Vehicle
302017,Passenger Vehicle
303562,Truck/SUV
303426,Passenger Vehicle
303681,Truck/SUV
301476,Not Stated
303426,Truck/SUV
303681,Truck/SUV
303410,Passenger Vehicle
300957,Truck/SUV
303410,Truck/SUV
302066,Passenger Vehicle
300957,Truck/SUV
303941,Passenger Vehicle
302066,Truck/SUV
303909,Passenger Vehicle
303941,Passenger Vehicle
300939,Two-Wheeled
303909,Passenger Vehicle
301314,Truck/SUV
300677,Passenger Vehicle
301412,Truck/SUV
301314,Passenger Vehicle
303422,Passenger Vehicle
301412,Buses
302708,Truck/SUV
303422,Passenger Vehicle
302126,Passenger Vehicle
302708,Passenger Vehicle
301447,Passenger Vehicle
302931,Commercial Trucks
303114,Passenger Vehicle
301447,Passenger Vehicle
303580,Passenger Vehicle
303114,Passenger Vehicle
303413,Passenger Vehicle
303580,Buses
303413,Passenger Vehicle
302063,Commercial Trucks
301279,Commercial Trucks
303366,Not Stated
302063,Passenger Vehicle
303540,Passenger Vehicle
301772,Truck/SUV
303222,Passenger Vehicle
303812,Truck/SUV
301772,Passenger Vehicle
303222,Truck/SUV
303812,Truck/SUV
301164,Passenger Vehicle
302887,Not Stated
301164,Not Stated
302887,Commercial Trucks
303222,Truck/SUV
303271,Truck/SUV
302887,Passenger Vehicle
303122,Passenger Vehicle
303271,Passenger Vehicle
303967,Commercial Trucks
303122,Truck/SUV
300769,Passenger Vehicle
303967,Passenger Vehicle
303122,Passenger Vehicle
303421,Passenger Vehicle
303774,Passenger Vehicle
303421,Passenger Vehicle
300769,Passenger Vehicle
303774,Truck/SUV
301174,Passenger Vehicle
303809,Passenger Vehicle
303347,Passenger Vehicle
301174,Truck/SUV
303809,Passenger Vehicle
303347,Truck/SUV
303907,Truck/SUV
302097,Passenger Vehicle
303907,Truck/SUV
303347,Truck/SUV
302097,Passenger Vehicle
303406,Passenger Vehicle
303068,Passenger Vehicle
303103,Commercial Trucks
303425,Passenger Vehicle
303980,Passenger Vehicle
303103,Passenger Vehicle
300937,Truck/SUV
303980,Truck/SUV
301790,Passenger Vehicle
300937,Passenger Vehicle
301790,Passenger Vehicle
300937,Passenger Vehicle
303079,Passenger Vehicle
303430,Passenger Vehicle
300937,Truck/SUV
303079,Passenger Vehicle
303417,Passenger Vehicle
300937,Buses
301799,Truck/SUV
303417,Passenger Vehicle
303903,Passenger Vehicle
301799,Truck/SUV
303417,Passenger Vehicle
303958,Truck/SUV
303417,Truck/SUV
303958,Truck/SUV
303903,Not Stated
301244,Passenger Vehicle
303958,Not Stated
301011,Passenger Vehicle
303961,Truck/SUV
303958,Passenger Vehicle
301011,Passenger Vehicle
303961,Truck/SUV
302565,Truck/SUV
301797,Passenger Vehicle
302565,Not Stated
301797,Truck/SUV
303897,Passenger Vehicle
303961,Truck/SUV
301758,Truck/SUV
303897,Truck/SUV
303961,Truck/SUV
301758,Truck/SUV
302021,Passenger Vehicle
303912,Commercial Trucks
303901,Truck/SUV
302021,Passenger Vehicle
303912,Passenger Vehicle
301014,Passenger Vehicle
302857,Passenger Vehicle
301014,Truck/SUV
303771,Passenger Vehicle
302857,Truck/SUV
303111,Passenger Vehicle
303771,Passenger Vehicle
302857,Truck/SUV
303111,Passenger Vehicle
301625,Passenger Vehicle
301767,Passenger Vehicle
303919,Passenger Vehicle
301625,Passenger Vehicle
303919,Passenger Vehicle
301108,Passenger Vehicle
301767,Truck/SUV
301319,Passenger Vehicle
301108,Truck/SUV
302639,Truck/SUV
301319,Passenger Vehicle
302851,Passenger Vehicle
302639,Passenger Vehicle
301483,Passenger Vehicle
302851,Passenger Vehicle
303360,Passenger Vehicle
303592,Truck/SUV
302904,Passenger Vehicle
301286,Truck/SUV
302904,Truck/SUV
303258,Buses
303360,Passenger Vehicle
302077,Truck/SUV
303258,Passenger Vehicle
300880,Passenger Vehicle
302077,Passenger Vehicle
300784,Truck/SUV
300880,Passenger Vehicle
302891,Truck/SUV
300784,Truck/SUV
303895,Truck/SUV
303985,Other
303895,Truck/SUV
303985,Passenger Vehicle
302891,Passenger Vehicle
301283,Truck/SUV
301445,Two-Wheeled
302954,Truck/SUV
303075,Passenger Vehicle
301445,Truck/SUV
302954,Buses
303075,Truck/SUV
303974,Passenger Vehicle
303052,Passenger Vehicle
303974,Not Stated
303052,Passenger Vehicle
303894,Truck/SUV
303579,Truck/SUV
303544,Passenger Vehicle
303894,Truck/SUV
303579,Truck/SUV
303544,Truck/SUV
300974,Truck/SUV
303081,Not Stated
300780,Passenger Vehicle
300974,Passenger Vehicle
301839,Passenger Vehicle
302884,Truck/SUV
301839,Passenger Vehicle
302884,Passenger Vehicle
300780,Truck/SUV
303343,Passenger Vehicle
300964,Truck/SUV
303789,Truck/SUV
303343,Truck/SUV
300964,Truck/SUV
303789,Passenger Vehicle
303921,Truck/SUV
301571,Truck/SUV
303683,Not Stated
301571,Truck/SUV
303683,Passenger Vehicle
301865,Passenger Vehicle
303921,Not Stated
302597,Truck/SUV
301865,Passenger Vehicle
302889,Passenger Vehicle
302597,Passenger Vehicle
301865,Truck/SUV
302889,Passenger Vehicle
303078,Buses
302950,Truck/SUV
303918,Truck/SUV
303078,Truck/SUV
301631,Truck/SUV
302586,Passenger Vehicle
301631,Passenger Vehicle
302950,Passenger Vehicle
303428,Buses
300776,Passenger Vehicle
302078,Passenger Vehicle
303428,Truck/SUV
300776,Passenger Vehicle
301764,Passenger Vehicle
301109,Passenger Vehicle
303085,Truck/SUV
301764,Passenger Vehicle
302522,Passenger Vehicle
301762,Truck/SUV
302522,Truck/SUV
301109,Not Stated
301762,Truck/SUV
302902,Passenger Vehicle
300759,Passenger Vehicle
301762,Passenger Vehicle
302902,Truck/SUV
303904,Passenger Vehicle
301273,Passenger Vehicle
303342,Truck/SUV
303904,Truck/SUV
303904,Truck/SUV
303342,Truck/SUV
301273,Passenger Vehicle
303904,Truck/SUV
303124,Passenger Vehicle
300601,Truck/SUV
301478,Truck/SUV
303124,Passenger Vehicle
300601,Passenger Vehicle
301478,Passenger Vehicle
300998,Passenger Vehicle
301638,Truck/SUV
303104,Passenger Vehicle
303104,Passenger Vehicle
301638,Truck/SUV
303272,Commercial Trucks
300998,Passenger Vehicle
303917,Passenger Vehicle
303272,Truck/SUV
303254,Truck/SUV
301288,Truck/SUV
303917,Passenger Vehicle
303254,Passenger Vehicle
301288,Truck/SUV
300976,Truck/SUV
301791,Truck/SUV
300976,Truck/SUV
301791,Passenger Vehicle
302055,Passenger Vehicle
303545,Passenger Vehicle
303232,Passenger Vehicle
302055,Not Stated
303545,Truck/SUV
303232,Truck/SUV
300597,Passenger Vehicle
302729,Truck/SUV
301159,Truck/SUV
303108,Passenger Vehicle
303584,Passenger Vehicle
303108,Truck/SUV
303584,Truck/SUV
300898,Passenger Vehicle
301473,Truck/SUV
301159,Passenger Vehicle
300898,Passenger Vehicle
301624,Passenger Vehicle
302062,Passenger Vehicle
301624,Not Stated
303401,Passenger Vehicle
302062,Truck/SUV
303775,Passenger Vehicle
303764,Passenger Vehicle
303558,Truck/SUV
301786,Passenger Vehicle
301786,Truck/SUV
303558,Passenger Vehicle
303775,Passenger Vehicle
302711,Passenger Vehicle
300927,Truck/SUV
302117,Passenger Vehicle
302711,Truck/SUV
300927,Truck/SUV
302117,Truck/SUV
303270,Truck/SUV
301132,Passenger Vehicle
301579,Passenger Vehicle
301132,Truck/SUV
301579,Truck/SUV
302598,Truck/SUV
303270,Passenger Vehicle
303218,Commercial Trucks
302854,Commercial Trucks
301137,Truck/SUV
303218,Truck/SUV
301173,Passenger Vehicle
301137,Passenger Vehicle
301408,Passenger Vehicle
301173,Passenger Vehicle
301137,Passenger Vehicle
303266,Truck/SUV
303984,Truck/SUV
303266,Passenger Vehicle
301408,Truck/SUV
303984,Passenger Vehicle
301105,Truck/SUV
300894,Truck/SUV
303984,Passenger Vehicle
301105,Passenger Vehicle
300894,Passenger Vehicle
301303,Passenger Vehicle
300757,Passenger Vehicle
301453,Passenger Vehicle
301130,Passenger Vehicle
301453,Passenger Vehicle
301130,Passenger Vehicle
301303,Passenger Vehicle
301453,Passenger Vehicle
301471,Two-Wheeled
301419,Truck/SUV
302562,Passenger Vehicle
300617,Truck/SUV
302562,Passenger Vehicle
301419,Truck/SUV
301337,Commercial Trucks
300617,Passenger Vehicle
303101,Passenger Vehicle
303761,Passenger Vehicle
302561,Passenger Vehicle
303761,Truck/SUV
301337,Passenger Vehicle
302561,Passenger Vehicle
301021,Passenger Vehicle
301277,Truck/SUV
303766,Passenger Vehicle
301021,Truck/SUV
301277,Passenger Vehicle
303766,Passenger Vehicle
301144,Truck/SUV
301452,Passenger Vehicle
301144,Passenger Vehicle
300786,Truck/SUV
303598,Passenger Vehicle
302905,Passenger Vehicle
300786,Passenger Vehicle
303598,Truck/SUV
302905,Truck/SUV
300973,Passenger Vehicle
300878,Not Stated
303080,Truck/SUV
300973,Other
303059,Truck/SUV
303080,Passenger Vehicle
303798,Truck/SUV
303080,Passenger Vehicle
303798,Passenger Vehicle
303361,Truck/SUV
303059,Truck/SUV
302697,Truck/SUV
303361,Truck/SUV
303966,Truck/SUV
302697,Not Stated
303826,Passenger Vehicle
303966,Not Stated
303825,Truck/SUV
303826,Passenger Vehicle
302844,Truck/SUV
301630,Passenger Vehicle
302844,Truck/SUV
303072,Other
303825,Passenger Vehicle
302844,Truck/SUV
303072,Passenger Vehicle
301127,Truck/SUV
301819,Truck/SUV
301352,Truck/SUV
303084,Passenger Vehicle
301819,Passenger Vehicle
301352,Truck/SUV
303084,Truck/SUV
303069,Passenger Vehicle
302953,Passenger Vehicle
303069,Passenger Vehicle
304112,Truck/SUV
302953,Passenger Vehicle
303407,Passenger Vehicle
304112,Passenger Vehicle
302885,Passenger Vehicle
303587,Passenger Vehicle
302118,Truck/SUV
302885,Truck/SUV
303587,Not Stated
301558,Commercial Trucks
301479,Passenger Vehicle
301479,Truck/SUV
301558,Truck/SUV
301120,Passenger Vehicle
303565,Passenger Vehicle
301351,Passenger Vehicle
301120,Passenger Vehicle
303565,Truck/SUV
301351,Passenger Vehicle
301120,Truck/SUV
302058,Passenger Vehicle
303637,Passenger Vehicle
303235,Passenger Vehicle
302058,Not Stated
301117,Passenger Vehicle
303117,Truck/SUV
301285,Truck/SUV
303637,Passenger Vehicle
301406,Truck/SUV
301285,Passenger Vehicle
302878,Truck/SUV
303083,Truck/SUV
303925,Truck/SUV
302878,Truck/SUV
303060,Truck/SUV
303925,Truck/SUV
303061,Truck/SUV
303762,Passenger Vehicle
303061,Truck/SUV
303762,Passenger Vehicle
301763,Passenger Vehicle
301095,Not Stated
303250,Passenger Vehicle
301763,Passenger Vehicle
301651,Truck/SUV
303250,Truck/SUV
301410,Truck/SUV
301651,Not Stated
302881,Truck/SUV
301410,Truck/SUV
302881,Passenger Vehicle
303437,Passenger Vehicle
301141,Truck/SUV
303113,Passenger Vehicle
303437,Truck/SUV
301141,Passenger Vehicle
303113,Passenger Vehicle
300782,Truck/SUV
303786,Passenger Vehicle
301094,Buses
300782,Truck/SUV
303786,Truck/SUV
301094,Passenger Vehicle
302065,Truck/SUV
302574,Passenger Vehicle
300969,Passenger Vehicle
302574,Truck/SUV
302065,Passenger Vehicle
300969,Passenger Vehicle
301840,Truck/SUV
301246,Passenger Vehicle
302563,Passenger Vehicle
301840,Passenger Vehicle
303783,Passenger Vehicle
303892,Truck/SUV
303783,Truck/SUV
301278,Passenger Vehicle
300959,Truck/SUV
303943,Buses
301272,Truck/SUV
300603,Truck/SUV
303943,Passenger Vehicle
301272,Not Stated
300603,Passenger Vehicle
301413,Truck/SUV
301345,Passenger Vehicle
302130,Two-Wheeled
301413,Passenger Vehicle
303965,Truck/SUV
301449,Passenger Vehicle
301345,Truck/SUV
303965,Passenger Vehicle
301449,Truck/SUV
303536,Passenger Vehicle
300961,Passenger Vehicle
301449,Truck/SUV
300961,Passenger Vehicle
303968,Passenger Vehicle
300961,Truck/SUV
303968,Passenger Vehicle
300961,Truck/SUV
300788,Passenger Vehicle
300961,Passenger Vehicle
300788,Truck/SUV
301165,Passenger Vehicle
301166,Passenger Vehicle
303821,Truck/SUV
302079,Passenger Vehicle
303821,Passenger Vehicle
302079,Passenger Vehicle
301757,Passenger Vehicle
303915,Truck/SUV
301757,Not Stated
303915,Not Stated
301462,Truck/SUV
301462,Passenger Vehicle
301423,Truck/SUV
300775,Passenger Vehicle
301012,Passenger Vehicle
300775,Passenger Vehicle
301012,Passenger Vehicle
300802,Passenger Vehicle
301289,Passenger Vehicle
301289,Passenger Vehicle
303275,Truck/SUV
303275,Truck/SUV
303263,Passenger Vehicle
303263,Not Stated
301258,Truck/SUV
304361,Truck/SUV
307481,Truck/SUV
304361,Passenger Vehicle
