COLDETKEY,ST_VEH_TYPE_DESC
360425,Truck/SUV
364434,Truck/SUV
364434,Passenger Vehicle
361859,Passenger Vehicle
363358,Passenger Vehicle
361859,Passenger Vehicle
363358,Passenger Vehicle
364014,Passenger Vehicle
362931,Passenger Vehicle
364014,Passenger Vehicle
362931,Truck/SUV
364014,Truck/SUV
364422,Passenger Vehicle
362067,Passenger Vehicle
362294,Truck/SUV
361821,Passenger Vehicle
361177,Passenger Vehicle
361821,Passenger Vehicle
361177,Two-Wheeled
360595,Passenger Vehicle
361693,Buses
362399,Passenger Vehicle
362551,Passenger Vehicle
362399,Passenger Vehicle
362551,Passenger Vehicle
364095,Not Stated
364232,Not Stated
364095,Passenger Vehicle
364232,Passenger Vehicle
363679,Passenger Vehicle
364145,Passenger Vehicle
363679,Truck/SUV
363111,Truck/SUV
361355,Passenger Vehicle
363111,Passenger Vehicle
361355,Truck/SUV
362815,Truck/SUV
360352,Truck/SUV
362815,Truck/SUV
364143,Not Stated
360473,Passenger Vehicle
364143,Railway Vehicle
362337,Commercial Trucks
361235,Not Stated
362337,Truck/SUV
363790,Truck/SUV
363790,Passenger Vehicle
361235,Passenger Vehicle
363347,Passenger Vehicle
362230,Passenger Vehicle
363347,Truck/SUV
362230,Truck/SUV
362009,Passenger Vehicle
364444,Passenger Vehicle
362009,Truck/SUV
360287,Truck/SUV
364444,Truck/SUV
360287,Passenger Vehicle
362925,Passenger Vehicle
362219,Truck/SUV
363294,Passenger Vehicle
362219,Truck/SUV
363294,Passenger Vehicle
361112,Passenger Vehicle
361275,Not Stated
361112,Truck/SUV
361275,Passenger Vehicle
363989,Passenger Vehicle
361438,Truck/SUV
363989,Passenger Vehicle
363989,Passenger Vehicle
361438,Passenger Vehicle
363921,Passenger Vehicle
362998,Passenger Vehicle
363921,Truck/SUV
360895,Passenger Vehicle
363130,Passenger Vehicle
362423,Passenger Vehicle
364260,Truck/SUV
362423,Truck/SUV
362039,Passenger Vehicle
364260,Passenger Vehicle
360753,Passenger Vehicle
364260,Truck/SUV
360753,Passenger Vehicle
364260,Truck/SUV
364260,Passenger Vehicle
362222,Passenger Vehicle
360401,Passenger Vehicle
362222,Commercial Trucks
362927,Passenger Vehicle
363050,Passenger Vehicle
361243,Passenger Vehicle
363050,Truck/SUV
361243,Passenger Vehicle
362196,Passenger Vehicle
360675,Truck/SUV
362196,Passenger Vehicle
360675,Passenger Vehicle
362720,Commercial Trucks
362107,Truck/SUV
362720,Truck/SUV
362720,Passenger Vehicle
362720,Truck/SUV
360638,Passenger Vehicle
360811,Truck/SUV
360811,Passenger Vehicle
362107,Passenger Vehicle
360811,Truck/SUV
362405,Truck/SUV
360451,Passenger Vehicle
360451,Truck/SUV
362405,Truck/SUV
363923,Passenger Vehicle
362405,Passenger Vehicle
363923,Truck/SUV
360764,Passenger Vehicle
363923,Truck/SUV
363591,Passenger Vehicle
360764,Truck/SUV
363587,Truck/SUV
360459,Passenger Vehicle
363587,Truck/SUV
362571,Two-Wheeled
362499,Passenger Vehicle
362697,Passenger Vehicle
362755,Truck/SUV
362697,Truck/SUV
360468,Passenger Vehicle
361176,Not Stated
363120,Not Stated
361176,Truck/SUV
363120,Truck/SUV
364348,Truck/SUV
363120,Passenger Vehicle
364348,Truck/SUV
364291,Not Stated
360827,Passenger Vehicle
360827,Buses
364291,Truck/SUV
364290,Truck/SUV
364149,Truck/SUV
362946,Truck/SUV
362946,Truck/SUV
364149,Truck/SUV
362554,Passenger Vehicle
364149,Truck/SUV
362554,Truck/SUV
362554,Truck/SUV
362588,Not Stated
363597,Passenger Vehicle
362588,Passenger Vehicle
363597,Passenger Vehicle
363671,Truck/SUV
361686,Passenger Vehicle
363671,Passenger Vehicle
361686,Truck/SUV
362323,Passenger Vehicle
362201,Truck/SUV
362323,Truck/SUV
362201,Truck/SUV
361848,Truck/SUV
362201,Truck/SUV
361848,Truck/SUV
361113,Truck/SUV
363249,Truck/SUV
361113,Truck/SUV
364452,Passenger Vehicle
361113,Truck/SUV
364452,Truck/SUV
364263,Truck/SUV
360929,Passenger Vehicle
364263,Passenger Vehicle
360929,Truck/SUV
362234,Not Stated
363283,Truck/SUV
361268,Passenger Vehicle
363283,Two-Wheeled
361268,Passenger Vehicle
360733,Passenger Vehicle
360733,Truck/SUV
362338,Commercial Trucks
362284,Passenger Vehicle
361887,Passenger Vehicle
360285,Commercial Trucks
361865,Truck/SUV
360285,Truck/SUV
361865,Passenger Vehicle
362779,Passenger Vehicle
360607,Truck/SUV
362779,Commercial Trucks
363783,Passenger Vehicle
362779,Truck/SUV
363783,Passenger Vehicle
363118,Passenger Vehicle
361070,Truck/SUV
361070,Passenger Vehicle
361891,Passenger Vehicle
363100,Truck/SUV
362761,Truck/SUV
362036,Truck/SUV
362036,Truck/SUV
364116,Passenger Vehicle
360776,Truck/SUV
362590,Truck/SUV
360776,Passenger Vehicle
362590,Truck/SUV
360776,Truck/SUV
360350,Passenger Vehicle
362063,Passenger Vehicle
362063,Passenger Vehicle
361523,Passenger Vehicle
360350,Truck/SUV
361523,Buses
363615,Truck/SUV
361096,Truck/SUV
363615,Passenger Vehicle
361797,Truck/SUV
360935,Passenger Vehicle
361797,Passenger Vehicle
360935,Passenger Vehicle
361250,Passenger Vehicle
361895,Truck/SUV
362102,Truck/SUV
361895,Truck/SUV
362102,Passenger Vehicle
364428,Passenger Vehicle
364428,Passenger Vehicle
364428,Passenger Vehicle
364335,Truck/SUV
364335,Passenger Vehicle
363209,Passenger Vehicle
363209,Passenger Vehicle
363209,Passenger Vehicle
363209,Passenger Vehicle
360964,Truck/SUV
360964,Truck/SUV
363063,Passenger Vehicle
363063,Passenger Vehicle
363782,Not Stated
363782,Passenger Vehicle
363114,Truck/SUV
363114,Passenger Vehicle
364174,Truck/SUV
364349,Truck/SUV
364174,Truck/SUV
364349,Passenger Vehicle
363895,Passenger Vehicle
361175,Truck/SUV
360678,Passenger Vehicle
361175,Truck/SUV
360720,Not Stated
363354,Passenger Vehicle
360720,Passenger Vehicle
363354,Commercial Trucks
361475,Truck/SUV
361072,Passenger Vehicle
361475,Truck/SUV
361072,Passenger Vehicle
361856,Commercial Trucks
363504,Passenger Vehicle
361856,Truck/SUV
363504,Truck/SUV
362439,Truck/SUV
360879,Not Stated
362439,Passenger Vehicle
360879,Truck/SUV
361679,Passenger Vehicle
360775,Passenger Vehicle
363128,Not Stated
360775,Passenger Vehicle
363128,Passenger Vehicle
362494,Passenger Vehicle
361066,Truck/SUV
362494,Truck/SUV
361066,Truck/SUV
361872,Passenger Vehicle
362765,Truck/SUV
361872,Truck/SUV
362765,Passenger Vehicle
364148,Not Stated
362806,Passenger Vehicle
362806,Passenger Vehicle
363058,Truck/SUV
364148,Truck/SUV
363058,Passenger Vehicle
363513,Truck/SUV
360267,Passenger Vehicle
363513,Truck/SUV
360267,Passenger Vehicle
362958,Not Stated
360565,Not Stated
362958,Passenger Vehicle
360565,Passenger Vehicle
362103,Truck/SUV
360565,Truck/SUV
362103,Commercial Trucks
361681,Passenger Vehicle
361681,Passenger Vehicle
360426,Truck/SUV
364284,Truck/SUV
360426,Passenger Vehicle
364284,Not Stated
363102,Passenger Vehicle
363342,Truck/SUV
363102,Passenger Vehicle
363342,Passenger Vehicle
363122,Passenger Vehicle
363503,Passenger Vehicle
363122,Passenger Vehicle
363503,Truck/SUV
363781,Passenger Vehicle
360952,Truck/SUV
363781,Passenger Vehicle
361075,Truck/SUV
363444,Truck/SUV
361075,Passenger Vehicle
361799,Passenger Vehicle
363138,Buses
361799,Truck/SUV
363138,Truck/SUV
361799,Passenger Vehicle
361375,Passenger Vehicle
364344,Passenger Vehicle
362564,Truck/SUV
364344,Truck/SUV
362564,Truck/SUV
361272,Passenger Vehicle
360768,Truck/SUV
361272,Passenger Vehicle
360768,Truck/SUV
362456,Not Stated
360349,Passenger Vehicle
362456,Passenger Vehicle
360349,Truck/SUV
361084,Truck/SUV
363457,Passenger Vehicle
361084,Passenger Vehicle
363457,Passenger Vehicle
363925,Passenger Vehicle
362060,Passenger Vehicle
363925,Truck/SUV
360922,Not Stated
360922,Truck/SUV
362204,Truck/SUV
362204,Passenger Vehicle
360917,Truck/SUV
360917,Passenger Vehicle
363488,Truck/SUV
363488,Truck/SUV
364096,Passenger Vehicle
364096,Truck/SUV
363315,Passenger Vehicle
361658,Passenger Vehicle
361248,Passenger Vehicle
361248,Truck/SUV
364279,Truck/SUV
361837,Passenger Vehicle
364278,Passenger Vehicle
364278,Truck/SUV
361060,Truck/SUV
361060,Truck/SUV
360608,Passenger Vehicle
360608,Truck/SUV
360814,Truck/SUV
360814,Passenger Vehicle
362799,Passenger Vehicle
362799,Passenger Vehicle
362778,Truck/SUV
362778,Truck/SUV
361249,Truck/SUV
361249,Passenger Vehicle
364239,Passenger Vehicle
364239,Truck/SUV
360641,Truck/SUV
360641,Truck/SUV
361702,Passenger Vehicle
361702,Passenger Vehicle
363478,Passenger Vehicle
363478,Passenger Vehicle
363499,Truck/SUV
364135,Truck/SUV
364135,Truck/SUV
363353,Truck/SUV
361186,Commercial Trucks
362029,Truck/SUV
362029,Passenger Vehicle
360542,Truck/SUV
360542,Passenger Vehicle
361026,Commercial Trucks
361257,Truck/SUV
361718,Passenger Vehicle
362635,Passenger Vehicle
362635,Commercial Trucks
362404,Truck/SUV
362404,Passenger Vehicle
362221,Truck/SUV
362221,Truck/SUV
364090,Passenger Vehicle
362796,Truck/SUV
362796,Commercial Trucks
362561,Passenger Vehicle
362561,Truck/SUV
360954,Truck/SUV
360954,Buses
364169,Truck/SUV
364169,Truck/SUV
364169,Truck/SUV
364169,Truck/SUV
364169,Truck/SUV
364169,Truck/SUV
362726,Passenger Vehicle
362726,Passenger Vehicle
362986,Truck/SUV
362986,Two-Wheeled
361873,Passenger Vehicle
361873,Passenger Vehicle
361073,Passenger Vehicle
361073,Truck/SUV
360597,Passenger Vehicle
360597,Passenger Vehicle
364296,Not Stated
364296,Passenger Vehicle
362390,Passenger Vehicle
361255,Passenger Vehicle
361255,Passenger Vehicle
362279,Passenger Vehicle
362279,Truck/SUV
363351,Passenger Vehicle
363351,Passenger Vehicle
362631,Truck/SUV
362631,Passenger Vehicle
363590,Truck/SUV
363590,Truck/SUV
362641,Truck/SUV
362641,Truck/SUV
364233,Passenger Vehicle
364233,Truck/SUV
363821,Truck/SUV
363821,Commercial Trucks
364155,Truck/SUV
361870,Truck/SUV
361870,Truck/SUV
361870,Truck/SUV
361361,Passenger Vehicle
361361,Passenger Vehicle
361871,Commercial Trucks
361871,Passenger Vehicle
364254,Passenger Vehicle
364254,Truck/SUV
363112,Truck/SUV
363112,Passenger Vehicle
362440,Truck/SUV
362440,Truck/SUV
362200,Passenger Vehicle
362200,Truck/SUV
360346,Passenger Vehicle
361635,Truck/SUV
362072,Truck/SUV
362072,Truck/SUV
362072,Commercial Trucks
361740,Passenger Vehicle
361740,Truck/SUV
362006,Truck/SUV
362978,Passenger Vehicle
362978,Truck/SUV
363121,Truck/SUV
363121,Truck/SUV
362740,Truck/SUV
362740,Commercial Trucks
361899,Passenger Vehicle
361495,Passenger Vehicle
361495,Truck/SUV
361495,Truck/SUV
361359,Truck/SUV
361359,Passenger Vehicle
364101,Passenger Vehicle
364101,Passenger Vehicle
361185,Truck/SUV
361097,Passenger Vehicle
361097,Passenger Vehicle
363819,Truck/SUV
363819,Passenger Vehicle
361634,Passenger Vehicle
361634,Passenger Vehicle
362077,Passenger Vehicle
362077,Truck/SUV
361844,Truck/SUV
361506,Truck/SUV
361506,Truck/SUV
362061,Passenger Vehicle
362032,Passenger Vehicle
362032,Passenger Vehicle
362032,Truck/SUV
363635,Truck/SUV
363635,Passenger Vehicle
364008,Two-Wheeled
361721,Passenger Vehicle
361721,Passenger Vehicle
363511,Truck/SUV
363511,Passenger Vehicle
362548,Passenger Vehicle
362960,Truck/SUV
362016,Truck/SUV
362016,Passenger Vehicle
360787,Passenger Vehicle
360787,Passenger Vehicle
360453,Truck/SUV
362991,Truck/SUV
362991,Passenger Vehicle
362422,Truck/SUV
362422,Truck/SUV
363952,Passenger Vehicle
363952,Passenger Vehicle
363952,Truck/SUV
363939,Passenger Vehicle
363939,Passenger Vehicle
362974,Truck/SUV
362974,Buses
364066,Not Stated
364066,Passenger Vehicle
362420,Truck/SUV
362420,Truck/SUV
361102,Not Stated
361102,Passenger Vehicle
361102,Passenger Vehicle
360661,Passenger Vehicle
360661,Truck/SUV
363496,Passenger Vehicle
363496,Truck/SUV
360602,Passenger Vehicle
360602,Passenger Vehicle
361256,Truck/SUV
361256,Truck/SUV
361735,Passenger Vehicle
361735,Passenger Vehicle
362025,Passenger Vehicle
362025,Truck/SUV
361849,Truck/SUV
361849,Passenger Vehicle
361849,Passenger Vehicle
360297,Commercial Trucks
360297,Truck/SUV
364446,Truck/SUV
364446,Passenger Vehicle
362593,Passenger Vehicle
362593,Truck/SUV
363422,Passenger Vehicle
363422,Truck/SUV
363817,Not Stated
361501,Truck/SUV
360298,Passenger Vehicle
360298,Passenger Vehicle
362729,Truck/SUV
362729,Truck/SUV
361193,Truck/SUV
363420,Truck/SUV
363420,Passenger Vehicle
363262,Passenger Vehicle
363262,Passenger Vehicle
361077,Truck/SUV
363250,Two-Wheeled
363250,Truck/SUV
363295,Truck/SUV
363295,Passenger Vehicle
360268,Truck/SUV
360268,Truck/SUV
360877,Passenger Vehicle
360877,Truck/SUV
362579,Passenger Vehicle
362579,Two-Wheeled
361633,Passenger Vehicle
360659,Not Stated
360659,Passenger Vehicle
360659,Truck/SUV
361689,Truck/SUV
361689,Truck/SUV
364320,Truck/SUV
364320,Truck/SUV
363205,Truck/SUV
363205,Passenger Vehicle
362624,Passenger Vehicle
362624,Two-Wheeled
362100,Passenger Vehicle
360561,Truck/SUV
360561,Passenger Vehicle
360462,Not Stated
360462,Truck/SUV
361795,Passenger Vehicle
361795,Passenger Vehicle
363722,Truck/SUV
363722,Commercial Trucks
363855,Truck/SUV
363855,Truck/SUV
363866,Truck/SUV
363866,Passenger Vehicle
362682,Passenger Vehicle
362682,Truck/SUV
366640,Commercial Trucks
366640,Passenger Vehicle
364029,Truck/SUV
364653,Truck/SUV
364653,Truck/SUV
363869,Passenger Vehicle
363869,Truck/SUV
364195,Passenger Vehicle
364195,Truck/SUV
364203,Buses
364203,Passenger Vehicle
367003,Truck/SUV
367003,Truck/SUV
362387,Passenger Vehicle
362387,Passenger Vehicle
364840,Passenger Vehicle
362685,Truck/SUV
362685,Passenger Vehicle
366878,Passenger Vehicle
366878,Truck/SUV
363867,Passenger Vehicle
363867,Truck/SUV
363734,Truck/SUV
364615,Truck/SUV
364615,Passenger Vehicle
366501,Passenger Vehicle
365796,Truck/SUV
365796,Truck/SUV
362116,Truck/SUV
362116,Truck/SUV
363870,Truck/SUV
365183,Passenger Vehicle
365183,Passenger Vehicle
364643,Passenger Vehicle
364643,Passenger Vehicle
364614,Truck/SUV
364614,Passenger Vehicle
365828,Passenger Vehicle
365828,Passenger Vehicle
365828,Truck/SUV
365828,Truck/SUV
363717,Passenger Vehicle
363717,Truck/SUV
366002,Passenger Vehicle
366002,Passenger Vehicle
364200,Passenger Vehicle
361941,Truck/SUV
361941,Truck/SUV
366000,Truck/SUV
366000,Passenger Vehicle
363847,Passenger Vehicle
363847,Passenger Vehicle
361962,Passenger Vehicle
361962,Not Stated
363402,Passenger Vehicle
363402,Passenger Vehicle
366178,Truck/SUV
366178,Truck/SUV
366997,Passenger Vehicle
366997,Passenger Vehicle
364216,Passenger Vehicle
365823,Passenger Vehicle
365823,Passenger Vehicle
364045,Passenger Vehicle
364040,Passenger Vehicle
364040,Truck/SUV
364189,Truck/SUV
361947,Not Stated
361947,Passenger Vehicle
361947,Passenger Vehicle
361947,Truck/SUV
366857,Passenger Vehicle
366857,Two-Wheeled
362861,Passenger Vehicle
362861,Commercial Trucks
364796,Passenger Vehicle
365520,Truck/SUV
362540,Passenger Vehicle
363403,Truck/SUV
363026,Passenger Vehicle
363026,Passenger Vehicle
365495,Passenger Vehicle
367223,Truck/SUV
367223,Passenger Vehicle
365972,Passenger Vehicle
364397,Passenger Vehicle
364397,Passenger Vehicle
363413,Truck/SUV
363413,Passenger Vehicle
363413,Truck/SUV
366308,Passenger Vehicle
366308,Passenger Vehicle
364976,Passenger Vehicle
364976,Truck/SUV
364976,Passenger Vehicle
364979,Passenger Vehicle
367170,Truck/SUV
367170,Passenger Vehicle
362141,Truck/SUV
362141,Commercial Trucks
366140,Commercial Trucks
366140,Truck/SUV
365334,Passenger Vehicle
365334,Passenger Vehicle
365334,Passenger Vehicle
365334,Truck/SUV
366842,Truck/SUV
366293,Truck/SUV
366293,Truck/SUV
365793,Truck/SUV
364792,Not Stated
364792,Truck/SUV
365163,Commercial Trucks
365163,Truck/SUV
363846,Passenger Vehicle
363846,Truck/SUV
365330,Truck/SUV
365330,Truck/SUV
363048,Passenger Vehicle
363048,Passenger Vehicle
363048,Truck/SUV
363048,Passenger Vehicle
362667,Passenger Vehicle
362667,Passenger Vehicle
363725,Passenger Vehicle
363725,Truck/SUV
363395,Passenger Vehicle
363395,Passenger Vehicle
366288,Truck/SUV
363703,Not Stated
363703,Truck/SUV
365155,Passenger Vehicle
365155,Not Stated
364393,Passenger Vehicle
364393,Passenger Vehicle
364393,Truck/SUV
364201,Passenger Vehicle
364201,Truck/SUV
365166,Passenger Vehicle
365166,Passenger Vehicle
363845,Truck/SUV
363845,Passenger Vehicle
364984,Passenger Vehicle
365974,Passenger Vehicle
365974,Passenger Vehicle
366488,Truck/SUV
366488,Truck/SUV
364610,Truck/SUV
364610,Passenger Vehicle
363377,Passenger Vehicle
363169,Passenger Vehicle
362520,Truck/SUV
362520,Passenger Vehicle
362357,Passenger Vehicle
364952,Passenger Vehicle
364228,Passenger Vehicle
362865,Passenger Vehicle
366519,Truck/SUV
364952,Truck/SUV
364228,Passenger Vehicle
361957,Truck/SUV
364042,Truck/SUV
366519,Passenger Vehicle
360307,Passenger Vehicle
361957,Passenger Vehicle
364042,Truck/SUV
365654,Passenger Vehicle
361747,Passenger Vehicle
365323,Truck/SUV
364031,Truck/SUV
365654,Truck/SUV
361747,Truck/SUV
365323,Passenger Vehicle
364031,Railway Vehicle
362374,Passenger Vehicle
362374,Truck/SUV
365339,Truck/SUV
365339,Passenger Vehicle
365339,Passenger Vehicle
364973,Truck/SUV
364973,Two-Wheeled
363558,Truck/SUV
363558,Passenger Vehicle
365996,Passenger Vehicle
365996,Passenger Vehicle
362366,Commercial Trucks
362366,Two-Wheeled
365792,Passenger Vehicle
365792,Railway Vehicle
365971,Passenger Vehicle
365971,Passenger Vehicle
365971,Truck/SUV
361758,Passenger Vehicle
364221,Passenger Vehicle
367230,Truck/SUV
367230,Passenger Vehicle
363881,Passenger Vehicle
363881,Truck/SUV
363727,Passenger Vehicle
363727,Truck/SUV
363879,Truck/SUV
363879,Passenger Vehicle
362153,Passenger Vehicle
362375,Passenger Vehicle
362375,Truck/SUV
362375,Truck/SUV
366662,Passenger Vehicle
362355,Passenger Vehicle
362355,Truck/SUV
363733,Passenger Vehicle
363733,Passenger Vehicle
365817,Truck/SUV
365817,Truck/SUV
361756,Passenger Vehicle
367036,Truck/SUV
367020,Passenger Vehicle
367020,Passenger Vehicle
362360,Truck/SUV
362360,Commercial Trucks
364612,Truck/SUV
364612,Not Stated
361769,Passenger Vehicle
361769,Truck/SUV
363860,Truck/SUV
363860,Passenger Vehicle
363860,Truck/SUV
364363,Truck/SUV
363540,Truck/SUV
363540,Passenger Vehicle
363540,Passenger Vehicle
366875,Truck/SUV
366875,Passenger Vehicle
362538,Passenger Vehicle
362538,Passenger Vehicle
362538,Passenger Vehicle
366855,Not Stated
366855,Passenger Vehicle
361752,Not Stated
361752,Passenger Vehicle
366295,Commercial Trucks
363536,Passenger Vehicle
363536,Truck/SUV
364392,Truck/SUV
364978,Truck/SUV
364399,Truck/SUV
364399,Passenger Vehicle
362370,Passenger Vehicle
366290,Passenger Vehicle
366290,Passenger Vehicle
362885,Passenger Vehicle
365658,Passenger Vehicle
365658,Passenger Vehicle
362890,Passenger Vehicle
362890,Truck/SUV
364627,Passenger Vehicle
364627,Passenger Vehicle
362354,Two-Wheeled
366119,Two-Wheeled
366119,Truck/SUV
366119,Truck/SUV
366881,Passenger Vehicle
366881,Passenger Vehicle
361788,Truck/SUV
361788,Passenger Vehicle
365652,Not Stated
365652,Passenger Vehicle
365652,Passenger Vehicle
364784,Not Stated
364784,Truck/SUV
364784,Truck/SUV
364954,Passenger Vehicle
364954,Truck/SUV
363732,Passenger Vehicle
363732,Truck/SUV
363732,Passenger Vehicle
363732,Truck/SUV
363732,Truck/SUV
366292,Truck/SUV
366292,Passenger Vehicle
366309,Passenger Vehicle
366309,Passenger Vehicle
366883,Truck/SUV
366883,Truck/SUV
361768,Truck/SUV
361768,Passenger Vehicle
366673,Truck/SUV
366673,Passenger Vehicle
363882,Truck/SUV
363882,Passenger Vehicle
363044,Truck/SUV
363044,Truck/SUV
362535,Passenger Vehicle
362535,Truck/SUV
363878,Truck/SUV
363878,Passenger Vehicle
362888,Truck/SUV
362888,Truck/SUV
364197,Truck/SUV
364197,Truck/SUV
362525,Passenger Vehicle
362525,Passenger Vehicle
362525,Truck/SUV
366006,Passenger Vehicle
366006,Truck/SUV
362672,Not Stated
362137,Passenger Vehicle
362137,Passenger Vehicle
362689,Truck/SUV
362689,Truck/SUV
363160,Passenger Vehicle
363160,Truck/SUV
361764,Passenger Vehicle
361764,Truck/SUV
365494,Truck/SUV
365524,Passenger Vehicle
362886,Passenger Vehicle
362886,Passenger Vehicle
363385,Truck/SUV
364791,Passenger Vehicle
364791,Truck/SUV
361938,Passenger Vehicle
361938,Passenger Vehicle
364799,Truck/SUV
364799,Truck/SUV
366679,Passenger Vehicle
366679,Truck/SUV
361945,Truck/SUV
361945,Passenger Vehicle
361945,Passenger Vehicle
361945,Passenger Vehicle
363719,Truck/SUV
363719,Passenger Vehicle
362542,Truck/SUV
362542,Truck/SUV
363156,Not Stated
363156,Passenger Vehicle
362384,Passenger Vehicle
362384,Passenger Vehicle
363032,Truck/SUV
363032,Passenger Vehicle
363396,Passenger Vehicle
366860,Passenger Vehicle
366860,Passenger Vehicle
366860,Passenger Vehicle
363383,Truck/SUV
363383,Passenger Vehicle
361755,Truck/SUV
361755,Passenger Vehicle
361755,Truck/SUV
365672,Truck/SUV
365672,Truck/SUV
364188,Truck/SUV
364188,Truck/SUV
364841,Truck/SUV
364841,Passenger Vehicle
363176,Commercial Trucks
363176,Passenger Vehicle
365489,Truck/SUV
365489,Two-Wheeled
363399,Truck/SUV
363399,Passenger Vehicle
365176,Truck/SUV
365176,Passenger Vehicle
364182,Passenger Vehicle
364182,Truck/SUV
366882,Passenger Vehicle
362884,Passenger Vehicle
363562,Passenger Vehicle
362156,Not Stated
362156,Passenger Vehicle
363700,Truck/SUV
363700,Passenger Vehicle
361782,Two-Wheeled
361782,Passenger Vehicle
365797,Truck/SUV
365797,Truck/SUV
362353,Truck/SUV
362353,Two-Wheeled
363543,Truck/SUV
363543,Truck/SUV
366844,Passenger Vehicle
366844,Truck/SUV
365837,Truck/SUV
365837,Truck/SUV
365492,Passenger Vehicle
365492,Passenger Vehicle
364051,Passenger Vehicle
364051,Passenger Vehicle
363376,Not Stated
363376,Passenger Vehicle
363376,Truck/SUV
366647,Commercial Trucks
366647,Truck/SUV
364215,Passenger Vehicle
364215,Truck/SUV
363381,Passenger Vehicle
366001,Passenger Vehicle
366001,Truck/SUV
366287,Truck/SUV
366287,Truck/SUV
363022,Truck/SUV
363022,Truck/SUV
365347,Truck/SUV
365347,Truck/SUV
363706,Passenger Vehicle
363706,Commercial Trucks
364382,Passenger Vehicle
364382,Truck/SUV
365997,Passenger Vehicle
365997,Passenger Vehicle
365328,Passenger Vehicle
365328,Passenger Vehicle
363030,Truck/SUV
363030,Truck/SUV
366003,Truck/SUV
366003,Truck/SUV
366675,Truck/SUV
364842,Truck/SUV
364641,Passenger Vehicle
364641,Passenger Vehicle
364641,Truck/SUV
364641,Truck/SUV
364222,Truck/SUV
366312,Passenger Vehicle
366312,Truck/SUV
365959,Passenger Vehicle
365959,Passenger Vehicle
364971,Not Stated
364971,Truck/SUV
362681,Truck/SUV
362681,Passenger Vehicle
367032,Truck/SUV
367032,Passenger Vehicle
365160,Two-Wheeled
365160,Passenger Vehicle
363873,Passenger Vehicle
363873,Truck/SUV
363873,Passenger Vehicle
365809,Not Stated
361773,Passenger Vehicle
367039,Passenger Vehicle
367039,Truck/SUV
364625,Passenger Vehicle
364625,Truck/SUV
362864,Not Stated
362864,Truck/SUV
362864,Passenger Vehicle
364964,Truck/SUV
363412,Passenger Vehicle
367038,Truck/SUV
361781,Passenger Vehicle
361781,Truck/SUV
364616,Truck/SUV
364616,Truck/SUV
364389,Passenger Vehicle
364389,Passenger Vehicle
366678,Passenger Vehicle
366678,Passenger Vehicle
366678,Passenger Vehicle
363841,Truck/SUV
363841,Truck/SUV
364636,Passenger Vehicle
364636,Truck/SUV
362527,Passenger Vehicle
362527,Truck/SUV
362136,Truck/SUV
362136,Passenger Vehicle
365344,Truck/SUV
365344,Passenger Vehicle
365148,Truck/SUV
365148,Truck/SUV
365836,Truck/SUV
365836,Passenger Vehicle
366665,Passenger Vehicle
366665,Truck/SUV
364981,Passenger Vehicle
364981,Passenger Vehicle
366008,Buses
366008,Truck/SUV
362110,Truck/SUV
362110,Passenger Vehicle
366503,Truck/SUV
366503,Passenger Vehicle
367026,Truck/SUV
367026,Passenger Vehicle
366485,Not Stated
366485,Truck/SUV
362889,Passenger Vehicle
362889,Truck/SUV
362879,Commercial Trucks
364977,Passenger Vehicle
367174,Commercial Trucks
367174,Truck/SUV
364186,Truck/SUV
364186,Passenger Vehicle
366879,Truck/SUV
366879,Passenger Vehicle
361772,Commercial Trucks
361953,Truck/SUV
361953,Passenger Vehicle
361953,Passenger Vehicle
367226,Other
367226,Passenger Vehicle
367226,Truck/SUV
367226,Truck/SUV
366845,Truck/SUV
366845,Passenger Vehicle
363728,Passenger Vehicle
363728,Truck/SUV
365518,Truck/SUV
365518,Passenger Vehicle
362151,Passenger Vehicle
362151,Passenger Vehicle
363550,Commercial Trucks
363550,Buses
364961,Not Stated
364961,Passenger Vehicle
363840,Truck/SUV
363840,Truck/SUV
363865,Passenger Vehicle
363865,Passenger Vehicle
364032,Truck/SUV
364032,Truck/SUV
366660,Commercial Trucks
366660,Truck/SUV
365832,Passenger Vehicle
365832,Truck/SUV
362146,Passenger Vehicle
362146,Truck/SUV
366172,Truck/SUV
366172,Passenger Vehicle
365811,Passenger Vehicle
365811,Truck/SUV
362531,Not Stated
362531,Passenger Vehicle
365640,Passenger Vehicle
365640,Truck/SUV
362383,Truck/SUV
362383,Truck/SUV
363034,Truck/SUV
362870,Passenger Vehicle
362870,Passenger Vehicle
365343,Passenger Vehicle
365343,Passenger Vehicle
367189,Passenger Vehicle
365661,Passenger Vehicle
365661,Truck/SUV
366300,Truck/SUV
366300,Truck/SUV
362388,Passenger Vehicle
362388,Passenger Vehicle
361960,Passenger Vehicle
361960,Passenger Vehicle
363556,Truck/SUV
363556,Passenger Vehicle
365673,Passenger Vehicle
365673,Passenger Vehicle
362539,Passenger Vehicle
362539,Truck/SUV
365523,Passenger Vehicle
365523,Passenger Vehicle
365965,Passenger Vehicle
365965,Truck/SUV
366112,Truck/SUV
366112,Passenger Vehicle
365964,Passenger Vehicle
365964,Passenger Vehicle
362865,Truck/SUV
362865,Passenger Vehicle
363838,Truck/SUV
362577,Passenger Vehicle
363838,Passenger Vehicle
363031,Passenger Vehicle
364223,Passenger Vehicle
363031,Truck/SUV
362577,Two-Wheeled
